MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,0.0100000,-0.6100000
MsgID.LOCAL_POSITION,287.5980000,-0.3213452,-0.0614423,-2.8902426
MsgID.LOCAL_VELOCITY,287.5980000,-0.0224342,0.0121596,-0.6147515
MsgID.GLOBAL_POSITION,0.0000000,-122.3957517,37.7932879,3.0080000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0000000,0.2100000
MsgID.LOCAL_POSITION,287.8480000,-0.1349321,0.0187652,-3.0088747
MsgID.LOCAL_VELOCITY,287.8480000,-0.0106942,0.0075098,0.2174271
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932891,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957534,37.7932884,2.9550000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0000000,0.4500000
MsgID.LOCAL_POSITION,288.0980000,-0.0842980,-0.1345717,-2.9550266
MsgID.LOCAL_VELOCITY,288.0980000,-0.0143199,0.0011734,0.4560606
MsgID.GLOBAL_POSITION,0.0000000,-122.3957528,37.7932873,2.9300000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0300000,0.0000000,0.0900000
MsgID.LOCAL_POSITION,288.3480000,-0.2011206,-0.0834836,-2.9306564
MsgID.LOCAL_VELOCITY,288.3480000,-0.0344001,0.0038604,0.0947010
MsgID.GLOBAL_POSITION,0.0000000,-122.3957532,37.7932873,2.9400000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,0.0000000,0.0300000
MsgID.LOCAL_POSITION,288.5980000,-0.2089398,-0.1193705,-2.9400434
MsgID.LOCAL_VELOCITY,288.5980000,-0.0259285,0.0013384,0.0389761
MsgID.GLOBAL_POSITION,0.0000000,-122.3957550,37.7932869,2.9370000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0000000,0.0600000
MsgID.LOCAL_POSITION,288.8490000,-0.2535915,-0.2795578,-2.9378107
MsgID.LOCAL_VELOCITY,288.8490000,-0.0179363,0.0074527,0.0649422
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932891,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957550,37.7932872,2.9320000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0200000,0.0100000
MsgID.LOCAL_POSITION,289.0990000,-0.2201222,-0.2779642,-2.9328580
MsgID.LOCAL_VELOCITY,289.0990000,-0.0171794,0.0211513,0.0161129
